INSERT INTO `lucky_cooperation`.`t_alg_new_demand_plan` (`wh_dept_id`, `goods_id`, `predict_date`, `pred_shop_consume`, `pred_shop_order`, `pred_wh_consume`, `pred_wh_cg`, `update_time`) VALUES 
(245770, 83625, '2023-02-19', 25557, 200, 23601, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-02-20', 29264, 200, 18500, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-02-20', 12423, 200, 25549, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-02-20', 28968, 200, 12225, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-02-20', 20318, 200, 28692, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-02-20', 13734, 200, 20666, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-02-20', 18467, 200, 26022, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-02-21', 26826, 200, 26548, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-02-21', 12532, 200, 15800, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-02-21', 28241, 200, 20643, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-02-21', 15216, 200, 19683, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-02-21', 25364, 200, 10844, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-02-21', 27399, 200, 13482, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-02-22', 22682, 200, 17758, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-02-22', 20680, 200, 19322, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-02-22', 28388, 200, 22147, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-02-22', 18594, 200, 12658, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-02-22', 25100, 200, 25890, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-02-22', 22399, 200, 28562, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-02-23', 16542, 200, 18752, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-02-23', 17548, 200, 22264, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-02-23', 29545, 200, 18380, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-02-23', 28329, 200, 18638, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-02-23', 15965, 200, 26664, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-02-23', 22471, 200, 13050, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-02-24', 27010, 200, 24656, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-02-24', 20155, 200, 27376, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-02-24', 20437, 200, 13853, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-02-24', 16861, 200, 18375, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-02-24', 17691, 200, 23352, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-02-24', 10509, 200, 17625, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-02-25', 16997, 200, 15046, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-02-25', 12178, 200, 22685, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-02-25', 15931, 200, 28626, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-02-25', 12986, 200, 28492, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-02-25', 17036, 200, 24334, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-02-25', 13907, 200, 18079, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-02-26', 23801, 200, 23885, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-02-26', 21427, 200, 12094, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-02-26', 19661, 200, 17174, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-02-26', 20725, 200, 25478, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-02-26', 24291, 200, 19381, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-02-26', 15604, 200, 17425, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-02-27', 15669, 200, 11437, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-02-27', 16034, 200, 14098, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-02-27', 12115, 200, 28658, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-02-27', 12973, 200, 21615, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-02-27', 24036, 200, 12782, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-02-27', 20079, 200, 11559, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-02-28', 23484, 200, 23247, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-02-28', 16619, 200, 28712, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-02-28', 24294, 200, 10602, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-02-28', 19124, 200, 12779, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-02-28', 28059, 200, 28944, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-02-28', 16421, 200, 22773, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-01', 24956, 200, 10464, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-01', 26751, 200, 27250, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-01', 19224, 200, 29895, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-01', 11694, 200, 16829, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-01', 12115, 200, 22884, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-01', 13990, 200, 10642, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-02', 20074, 200, 26729, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-02', 13177, 200, 24193, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-02', 16833, 200, 20954, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-02', 13518, 200, 29767, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-02', 13203, 200, 15868, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-02', 21064, 200, 27636, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-03', 12800, 200, 22853, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-03', 21030, 200, 29390, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-03', 12239, 200, 26865, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-03', 28627, 200, 12955, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-03', 27132, 200, 15804, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-03', 21485, 200, 18855, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-04', 21607, 200, 12377, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-04', 20267, 200, 19254, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-04', 20022, 200, 10349, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-04', 22852, 200, 26616, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-04', 17140, 200, 18181, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-04', 19074, 200, 21038, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-05', 23903, 200, 23549, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-05', 20078, 200, 17432, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-05', 10757, 200, 26826, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-05', 28435, 200, 21508, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-05', 13159, 200, 25010, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-05', 15688, 200, 12598, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-06', 12311, 200, 11806, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-06', 15752, 200, 14488, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-06', 19454, 200, 24773, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-06', 18896, 200, 28625, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-06', 12392, 200, 29207, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-06', 16369, 200, 25008, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-07', 11947, 200, 25986, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-07', 23715, 200, 13601, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-07', 27241, 200, 15520, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-07', 20723, 200, 19920, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-07', 12954, 200, 26961, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-07', 29805, 200, 23918, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-08', 12391, 200, 15209, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-08', 27228, 200, 10678, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-08', 27528, 200, 27571, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-08', 15031, 200, 21675, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-08', 17344, 200, 13879, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-08', 14538, 200, 13843, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-09', 14166, 200, 27647, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-09', 15442, 200, 15503, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-09', 22882, 200, 16600, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-09', 28384, 200, 28976, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-09', 13697, 200, 17794, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-09', 23425, 200, 18069, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-10', 14690, 200, 21702, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-10', 22902, 200, 29117, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-10', 27286, 200, 12680, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-10', 16523, 200, 26676, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-10', 27737, 200, 29636, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-10', 16480, 200, 29730, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-11', 18542, 200, 17107, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-11', 27790, 200, 13249, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-11', 23489, 200, 12172, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-11', 23927, 200, 21528, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-11', 24407, 200, 25984, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-11', 13320, 200, 13314, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-12', 17428, 200, 24374, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-12', 12632, 200, 10356, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-12', 23534, 200, 10669, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-12', 14082, 200, 14503, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-12', 10216, 200, 14022, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-12', 11176, 200, 22701, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-13', 12653, 200, 20920, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-13', 29024, 200, 22284, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-13', 13758, 200, 29744, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-13', 26881, 200, 11119, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-13', 15096, 200, 17393, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-13', 18696, 200, 16957, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-14', 20601, 200, 16460, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-14', 14337, 200, 22352, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-14', 21713, 200, 19200, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-14', 16995, 200, 27705, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-14', 29757, 200, 19950, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-14', 15312, 200, 12659, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-15', 26970, 200, 27389, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-15', 19959, 200, 19631, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-15', 26350, 200, 29092, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-15', 26728, 200, 21505, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-15', 23854, 200, 19582, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-15', 13922, 200, 16058, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-16', 13207, 200, 24253, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-16', 25647, 200, 19735, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-16', 24888, 200, 29336, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-16', 12425, 200, 22789, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-16', 19848, 200, 19792, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-16', 28942, 200, 16037, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-17', 16030, 200, 22509, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-17', 20961, 200, 13607, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-17', 11377, 200, 15857, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-17', 29256, 200, 19056, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-17', 19157, 200, 22709, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-17', 14931, 200, 10583, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-18', 28591, 200, 20562, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-18', 19937, 200, 25958, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-18', 21811, 200, 27307, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-18', 29828, 200, 22347, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-18', 11601, 200, 10628, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-18', 27172, 200, 11166, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-19', 23737, 200, 24211, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-19', 21590, 200, 28861, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-19', 27420, 200, 25367, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-19', 22595, 200, 28944, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-19', 19528, 200, 24581, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-19', 23836, 200, 21401, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-20', 24970, 200, 25004, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-20', 27298, 200, 14603, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-20', 14458, 200, 19255, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-20', 15369, 200, 14298, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-20', 22342, 200, 16489, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-20', 13736, 200, 24232, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-21', 23750, 200, 29423, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-21', 19437, 200, 20972, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-21', 10508, 200, 26873, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-21', 21494, 200, 19662, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-21', 23081, 200, 22408, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-21', 29694, 200, 26626, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-22', 10890, 200, 18120, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-22', 23577, 200, 10654, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-22', 14326, 200, 21921, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-22', 20448, 200, 27571, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-22', 17693, 200, 13865, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-22', 14964, 200, 13881, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-23', 22273, 200, 11749, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-23', 11004, 200, 13439, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-23', 14096, 200, 23575, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-23', 29860, 200, 24264, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-23', 13006, 200, 17183, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-23', 23740, 200, 23916, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-24', 27304, 200, 27236, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-24', 16065, 200, 28054, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-24', 20206, 200, 22426, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-24', 20039, 200, 10983, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-24', 17639, 200, 20251, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-24', 27456, 200, 12010, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-25', 21539, 200, 24100, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-25', 20492, 200, 29986, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-25', 26836, 200, 22424, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-25', 23796, 200, 11620, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-25', 27715, 200, 12598, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-25', 25407, 200, 15853, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-26', 10294, 200, 16261, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-26', 18094, 200, 19982, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-26', 20081, 200, 28008, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-26', 18569, 200, 22500, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-26', 29549, 200, 12007, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-26', 26197, 200, 20313, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-27', 21144, 200, 19899, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-27', 14793, 200, 13290, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-27', 15790, 200, 28642, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-27', 24136, 200, 25954, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-27', 29021, 200, 25738, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-27', 12289, 200, 15975, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-28', 29698, 200, 11953, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-28', 20903, 200, 28866, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-28', 19238, 200, 13212, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-28', 12461, 200, 11599, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-28', 17346, 200, 20031, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-28', 24867, 200, 25952, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-29', 20229, 200, 26248, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-29', 13981, 200, 20859, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-29', 20280, 200, 27204, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-29', 19246, 200, 28256, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-29', 23506, 200, 23622, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-29', 13872, 200, 27538, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-30', 26731, 200, 11577, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-30', 24095, 200, 29551, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-30', 14002, 200, 23180, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-30', 18690, 200, 17318, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-30', 19140, 200, 29144, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-30', 18167, 200, 13428, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-03-31', 29086, 200, 21619, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-03-31', 19393, 200, 29307, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-03-31', 23097, 200, 15686, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-03-31', 23454, 200, 11727, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-03-31', 27700, 200, 10827, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-03-31', 19720, 200, 29254, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-04-01', 16371, 200, 15036, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-04-01', 14055, 200, 19006, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-04-01', 11199, 200, 28036, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-04-01', 12159, 200, 18373, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-04-01', 11158, 200, 10795, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-04-01', 11907, 200, 19439, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-04-02', 25322, 200, 13447, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-04-02', 10991, 200, 21664, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-04-02', 25460, 200, 11460, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-04-02', 17436, 200, 17570, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-04-02', 19005, 200, 19146, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-04-02', 23278, 200, 26577, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-04-03', 25466, 200, 13932, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-04-03', 27236, 200, 29219, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-04-03', 29411, 200, 27667, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-04-03', 16105, 200, 15912, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-04-03', 19613, 200, 11667, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-04-03', 17981, 200, 22806, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-04-04', 26634, 200, 16008, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-04-04', 16698, 200, 11498, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-04-04', 12651, 200, 10372, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-04-04', 29468, 200, 23470, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-04-04', 21330, 200, 22219, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-04-04', 10119, 200, 10155, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-04-05', 26251, 200, 14907, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-04-05', 10909, 200, 26353, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-04-05', 27790, 200, 28354, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-04-05', 16169, 200, 12041, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-04-05', 28343, 200, 14041, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-04-05', 14078, 200, 18309, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-04-06', 23840, 200, 18357, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-04-06', 17446, 200, 23194, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-04-06', 13246, 200, 17823, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-04-06', 28989, 200, 14521, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-04-06', 14911, 200, 15831, 400, '2023-08-28 15:56:37'),
