INSERT INTO `lucky_cooperation`.`t_bi_warehouse_shop_detail` (`record_date`, `wh_dept_id`, `self_num`, `agent_num`, `total_num`, `self_operating_num`, `agent_operating_num`, `total_operating_num`, `operating_rate`, `create_time`) VALUES
('2023-08-21', 245971, 277, 270, 547, 136, 74, 210, 0.9, '2023-06-01'),
('2023-08-21', 245871, 150, 20, 170, 201, 132, 333, 0.9, '2023-06-01'),
('2023-08-21', 326932, 156, 138, 294, 85, 61, 146, 0.9, '2023-06-01'),
('2023-08-21', 326327, 237, 23, 260, 278, 123, 401, 0.9, '2023-06-01'),
('2023-08-21', -1, 87, 73, 160, 122, 108, 230, 0.9, '2023-06-01'),
('2023-08-22', 327193, 156, 90, 246, 195, 133, 328, 0.9, '2023-06-01'),
('2023-08-22', 245971, 187, 152, 339, 64, 43, 107, 0.9, '2023-06-01'),
('2023-08-22', 245871, 127, 90, 217, 210, 42, 252, 0.9, '2023-06-01'),
('2023-08-22', 326932, 153, 85, 238, 181, 172, 353, 0.9, '2023-06-01'),
('2023-08-22', 326327, 223, 169, 392, 231, 101, 332, 0.9, '2023-06-01'),
('2023-08-22', -1, 112, 22, 134, 173, 162, 335, 0.9, '2023-06-01'),
('2023-08-23', 327193, 194, 16, 210, 206, 157, 363, 0.9, '2023-06-01'),
('2023-08-23', 245971, 118, 17, 135, 189, 72, 261, 0.9, '2023-06-01'),
('2023-08-23', 245871, 65, 62, 127, 273, 263, 536, 0.9, '2023-06-01'),
('2023-08-23', 326932, 259, 208, 467, 184, 162, 346, 0.9, '2023-06-01'),
('2023-08-23', 326327, 205, 195, 400, 174, 93, 267, 0.9, '2023-06-01'),
('2023-08-23', -1, 90, 15, 105, 188, 98, 286, 0.9, '2023-06-01'),
('2023-08-24', 327193, 58, 45, 103, 97, 78, 175, 0.9, '2023-06-01'),
('2023-08-24', 245971, 258, 165, 423, 251, 123, 374, 0.9, '2023-06-01'),
('2023-08-24', 245871, 202, 35, 237, 163, 157, 320, 0.9, '2023-06-01'),
('2023-08-24', 326932, 250, 170, 420, 207, 149, 356, 0.9, '2023-06-01'),
('2023-08-24', 326327, 290, 167, 457, 177, 33, 210, 0.9, '2023-06-01'),
('2023-08-24', -1, 75, 71, 146, 69, 34, 103, 0.9, '2023-06-01'),
('2023-08-25', 327193, 227, 57, 284, 88, 52, 140, 0.9, '2023-06-01'),
('2023-08-25', 245971, 225, 222, 447, 125, 109, 234, 0.9, '2023-06-01'),
('2023-08-25', 245871, 159, 146, 305, 104, 44, 148, 0.9, '2023-06-01'),
('2023-08-25', 326932, 104, 75, 179, 239, 35, 274, 0.9, '2023-06-01'),
('2023-08-25', 326327, 292, 48, 340, 223, 223, 446, 0.9, '2023-06-01'),
('2023-08-25', -1, 277, 207, 484, 88, 56, 144, 0.9, '2023-06-01'),
('2023-08-26', 327193, 56, 33, 89, 164, 158, 322, 0.9, '2023-06-01'),
('2023-08-26', 245971, 159, 33, 192, 110, 32, 142, 0.9, '2023-06-01'),
('2023-08-26', 245871, 184, 113, 297, 255, 168, 423, 0.9, '2023-06-01'),
('2023-08-26', 326932, 192, 28, 220, 157, 85, 242, 0.9, '2023-06-01'),
('2023-08-26', 326327, 249, 165, 414, 104, 56, 160, 0.9, '2023-06-01'),
('2023-08-26', -1, 180, 106, 286, 248, 195, 443, 0.9, '2023-06-01'),
('2023-08-27', 327193, 57, 23, 80, 192, 123, 315, 0.9, '2023-06-01'),
('2023-08-27', 245971, 245, 237, 482, 152, 34, 186, 0.9, '2023-06-01'),
('2023-08-27', 245871, 126, 69, 195, 71, 22, 93, 0.9, '2023-06-01'),
('2023-08-27', 326932, 50, 11, 61, 140, 50, 190, 0.9, '2023-06-01'),
('2023-08-27', 326327, 234, 26, 260, 54, 32, 86, 0.9, '2023-06-01'),
('2023-08-27', -1, 212, 114, 326, 190, 128, 318, 0.9, '2023-06-01'),
('2023-08-28', 327193, 139, 41, 180, 258, 51, 309, 0.9, '2023-06-01'),
('2023-08-28', 245971, 121, 63, 184, 253, 54, 307, 0.9, '2023-06-01'),
('2023-08-28', 245871, 241, 181, 422, 204, 192, 396, 0.9, '2023-06-01'),
('2023-08-28', 326932, 65, 13, 78, 54, 34, 88, 0.9, '2023-06-01'),
('2023-08-28', 326327, 239, 177, 416, 140, 85, 225, 0.9, '2023-06-01'),
('2023-08-28', -1, 263, 60, 323, 64, 19, 83, 0.9, '2023-06-01'),
('2023-08-29', 327193, 127, 96, 223, 249, 199, 448, 0.9, '2023-06-01'),
('2023-08-29', 245971, 121, 109, 230, 56, 17, 73, 0.9, '2023-06-01'),
('2023-08-29', 245871, 134, 34, 168, 208, 158, 366, 0.9, '2023-06-01'),
('2023-08-29', 326932, 139, 85, 224, 213, 115, 328, 0.9, '2023-06-01'),
('2023-08-29', 326327, 189, 110, 299, 117, 86, 203, 0.9, '2023-06-01'),
('2023-08-29', -1, 60, 45, 105, 291, 23, 314, 0.9, '2023-06-01'),
('2023-08-30', 327193, 86, 37, 123, 186, 126, 312, 0.9, '2023-06-01'),
('2023-08-30', 245971, 53, 17, 70, 148, 74, 222, 0.9, '2023-06-01'),
('2023-08-30', 245871, 174, 101, 275, 130, 10, 140, 0.9, '2023-06-01'),
('2023-08-30', 326932, 180, 102, 282, 129, 12, 141, 0.9, '2023-06-01'),
('2023-08-30', 326327, 280, 114, 394, 230, 183, 413, 0.9, '2023-06-01'),
('2023-08-30', -1, 258, 135, 393, 237, 19, 256, 0.9, '2023-06-01'),
('2023-08-31', 327193, 81, 30, 111, 63, 52, 115, 0.9, '2023-06-01'),
('2023-08-31', 245971, 244, 51, 295, 295, 252, 547, 0.9, '2023-06-01'),
('2023-08-31', 245871, 154, 75, 229, 89, 73, 162, 0.9, '2023-06-01'),
('2023-08-31', 326932, 71, 62, 133, 248, 167, 415, 0.9, '2023-06-01'),
('2023-08-31', 326327, 291, 166, 457, 114, 44, 158, 0.9, '2023-06-01'),
('2023-08-31', -1, 84, 34, 118, 215, 209, 424, 0.9, '2023-06-01'),
('2023-09-01', 327193, 203, 151, 354, 71, 69, 140, 0.9, '2023-06-01'),
('2023-09-01', 245971, 274, 199, 473, 159, 11, 170, 0.9, '2023-06-01'),
('2023-09-01', 245871, 90, 82, 172, 245, 100, 345, 0.9, '2023-06-01'),
('2023-09-01', 326932, 199, 106, 305, 248, 141, 389, 0.9, '2023-06-01'),
('2023-09-01', 326327, 125, 90, 215, 212, 172, 384, 0.9, '2023-06-01'),
('2023-09-01', -1, 151, 11, 162, 149, 48, 197, 0.9, '2023-06-01'),
('2023-09-02', 327193, 115, 83, 198, 90, 34, 124, 0.9, '2023-06-01'),
('2023-09-02', 245971, 77, 71, 148, 72, 16, 88, 0.9, '2023-06-01'),
('2023-09-02', 245871, 141, 112, 253, 69, 58, 127, 0.9, '2023-06-01'),
('2023-09-02', 326932, 288, 68, 356, 216, 154, 370, 0.9, '2023-06-01'),
('2023-09-02', 326327, 283, 51, 334, 172, 159, 331, 0.9, '2023-06-01'),
('2023-09-02', -1, 153, 28, 181, 143, 102, 245, 0.9, '2023-06-01'),
('2023-09-03', 327193, 167, 150, 317, 148, 26, 174, 0.9, '2023-06-01'),
('2023-09-03', 245971, 152, 135, 287, 94, 20, 114, 0.9, '2023-06-01'),
('2023-09-03', 245871, 191, 130, 321, 144, 64, 208, 0.9, '2023-06-01'),
('2023-09-03', 326932, 60, 41, 101, 274, 179, 453, 0.9, '2023-06-01'),
('2023-09-03', 326327, 239, 172, 411, 150, 47, 197, 0.9, '2023-06-01'),
('2023-09-03', -1, 135, 51, 186, 281, 211, 492, 0.9, '2023-06-01'),
('2023-09-04', 327193, 239, 133, 372, 150, 116, 266, 0.9, '2023-06-01'),
('2023-09-04', 245971, 202, 38, 240, 196, 157, 353, 0.9, '2023-06-01'),
('2023-09-04', 245871, 96, 65, 161, 84, 23, 107, 0.9, '2023-06-01'),
('2023-09-04', 326932, 109, 47, 156, 150, 86, 236, 0.9, '2023-06-01'),
('2023-09-04', 326327, 79, 44, 123, 84, 45, 129, 0.9, '2023-06-01'),
('2023-09-04', -1, 118, 88, 206, 236, 154, 390, 0.9, '2023-06-01'),
('2023-09-05', 327193, 123, 95, 218, 131, 51, 182, 0.9, '2023-06-01'),
('2023-09-05', 245971, 154, 93, 247, 296, 251, 547, 0.9, '2023-06-01'),
('2023-09-05', 245871, 53, 17, 70, 140, 128, 268, 0.9, '2023-06-01'),
('2023-09-05', 326932, 57, 32, 89, 92, 41, 133, 0.9, '2023-06-01'),
('2023-09-05', 326327, 123, 100, 223, 286, 145, 431, 0.9, '2023-06-01'),
('2023-09-05', -1, 294, 292, 586, 122, 120, 242, 0.9, '2023-06-01'),
('2023-09-06', 327193, 97, 94, 191, 298, 67, 365, 0.9, '2023-06-01'),
('2023-09-06', 245971, 186, 84, 270, 96, 70, 166, 0.9, '2023-06-01'),
('2023-09-06', 245871, 175, 159, 334, 88, 69, 157, 0.9, '2023-06-01'),
('2023-09-06', 326932, 223, 83, 306, 169, 94, 263, 0.9, '2023-06-01'),
('2023-09-06', 326327, 152, 28, 180, 151, 55, 206, 0.9, '2023-06-01'),
('2023-09-06', -1, 62, 41, 103, 99, 28, 127, 0.9, '2023-06-01'),
('2023-09-07', 327193, 280, 244, 524, 74, 46, 120, 0.9, '2023-06-01'),
('2023-09-07', 245971, 206, 197, 403, 193, 116, 309, 0.9, '2023-06-01'),
('2023-09-07', 245871, 218, 35, 253, 176, 34, 210, 0.9, '2023-06-01'),
('2023-09-07', 326932, 141, 119, 260, 88, 69, 157, 0.9, '2023-06-01'),
('2023-09-07', 326327, 184, 80, 264, 275, 114, 389, 0.9, '2023-06-01'),
('2023-09-07', -1, 102, 43, 145, 78, 56, 134, 0.9, '2023-06-01'),
('2023-09-08', 327193, 251, 224, 475, 85, 41, 126, 0.9, '2023-06-01'),
('2023-09-08', 245971, 78, 49, 127, 68, 12, 80, 0.9, '2023-06-01'),
('2023-09-08', 245871, 131, 65, 196, 212, 21, 233, 0.9, '2023-06-01'),
('2023-09-08', 326932, 200, 42, 242, 245, 138, 383, 0.9, '2023-06-01'),
('2023-09-08', 326327, 168, 16, 184, 260, 170, 430, 0.9, '2023-06-01'),
('2023-09-08', -1, 187, 173, 360, 180, 51, 231, 0.9, '2023-06-01'),
('2023-09-09', 327193, 285, 162, 447, 240, 210, 450, 0.9, '2023-06-01'),
('2023-09-09', 245971, 121, 86, 207, 196, 42, 238, 0.9, '2023-06-01'),
('2023-09-09', 245871, 264, 112, 376, 185, 82, 267, 0.9, '2023-06-01'),
('2023-09-09', 326932, 61, 59, 120, 252, 104, 356, 0.9, '2023-06-01'),
('2023-09-09', 326327, 105, 11, 116, 148, 45, 193, 0.9, '2023-06-01'),
('2023-09-09', -1, 67, 21, 88, 59, 13, 72, 0.9, '2023-06-01'),
('2023-09-10', 327193, 285, 56, 341, 50, 21, 71, 0.9, '2023-06-01'),
('2023-09-10', 245971, 149, 57, 206, 88, 29, 117, 0.9, '2023-06-01'),
('2023-09-10', 245871, 63, 24, 87, 220, 46, 266, 0.9, '2023-06-01'),
('2023-09-10', 326932, 91, 56, 147, 280, 111, 391, 0.9, '2023-06-01'),
('2023-09-10', 326327, 296, 31, 327, 79, 10, 89, 0.9, '2023-06-01'),
('2023-09-10', -1, 209, 106, 315, 128, 70, 198, 0.9, '2023-06-01'),
('2023-09-11', 327193, 213, 59, 272, 135, 126, 261, 0.9, '2023-06-01'),
('2023-09-11', 245971, 159, 152, 311, 276, 27, 303, 0.9, '2023-06-01'),
('2023-09-11', 245871, 204, 199, 403, 86, 79, 165, 0.9, '2023-06-01'),
('2023-09-11', 326932, 67, 44, 111, 86, 37, 123, 0.9, '2023-06-01'),
('2023-09-11', 326327, 55, 18, 73, 198, 183, 381, 0.9, '2023-06-01'),
('2023-09-11', -1, 71, 63, 134, 186, 89, 275, 0.9, '2023-06-01'),
('2023-09-12', 327193, 275, 177, 452, 78, 13, 91, 0.9, '2023-06-01'),
('2023-09-12', 245971, 275, 76, 351, 196, 164, 360, 0.9, '2023-06-01'),
('2023-09-12', 245871, 295, 37, 332, 123, 48, 171, 0.9, '2023-06-01'),
('2023-09-12', 326932, 266, 201, 467, 190, 77, 267, 0.9, '2023-06-01'),
('2023-09-12', 326327, 259, 258, 517, 220, 220, 440, 0.9, '2023-06-01'),
('2023-09-12', -1, 286, 275, 561, 65, 59, 124, 0.9, '2023-06-01'),
('2023-09-13', 327193, 275, 215, 490, 65, 46, 111, 0.9, '2023-06-01'),
('2023-09-13', 245971, 76, 48, 124, 152, 100, 252, 0.9, '2023-06-01'),
('2023-09-13', 245871, 56, 47, 103, 63, 14, 77, 0.9, '2023-06-01'),
('2023-09-13', 326932, 77, 52, 129, 284, 102, 386, 0.9, '2023-06-01'),
('2023-09-13', 326327, 61, 47, 108, 210, 23, 233, 0.9, '2023-06-01'),
('2023-09-13', -1, 270, 45, 315, 222, 13, 235, 0.9, '2023-06-01'),
('2023-09-14', 327193, 256, 13, 269, 87, 56, 143, 0.9, '2023-06-01'),
('2023-09-14', 245971, 266, 175, 441, 156, 64, 220, 0.9, '2023-06-01'),
('2023-09-14', 245871, 297, 220, 517, 134, 17, 151, 0.9, '2023-06-01'),
('2023-09-14', 326932, 284, 195, 479, 60, 26, 86, 0.9, '2023-06-01'),
('2023-09-14', 326327, 249, 135, 384, 287, 189, 476, 0.9, '2023-06-01'),
('2023-09-14', -1, 62, 51, 113, 144, 27, 171, 0.9, '2023-06-01'),
('2023-09-15', 327193, 87, 27, 114, 247, 87, 334, 0.9, '2023-06-01'),
('2023-09-15', 245971, 51, 44, 95, 71, 47, 118, 0.9, '2023-06-01'),
('2023-09-15', 245871, 277, 261, 538, 287, 61, 348, 0.9, '2023-06-01'),
('2023-09-15', 326932, 169, 115, 284, 117, 82, 199, 0.9, '2023-06-01'),
('2023-09-15', 326327, 53, 45, 98, 205, 53, 258, 0.9, '2023-06-01'),
('2023-09-15', -1, 83, 10, 93, 185, 122, 307, 0.9, '2023-06-01'),
('2023-09-16', 327193, 232, 181, 413, 151, 131, 282, 0.9, '2023-06-01'),
('2023-09-16', 245971, 199, 46, 245, 290, 181, 471, 0.9, '2023-06-01'),
('2023-09-16', 245871, 91, 79, 170, 101, 77, 178, 0.9, '2023-06-01'),
('2023-09-16', 326932, 204, 35, 239, 57, 13, 70, 0.9, '2023-06-01'),
('2023-09-16', 326327, 283, 30, 313, 235, 77, 312, 0.9, '2023-06-01'),
('2023-09-16', -1, 75, 62, 137, 282, 134, 416, 0.9, '2023-06-01'),
('2023-09-17', 327193, 193, 20, 213, 230, 203, 433, 0.9, '2023-06-01'),
('2023-09-17', 245971, 51, 50, 101, 208, 181, 389, 0.9, '2023-06-01'),
('2023-09-17', 245871, 94, 43, 137, 284, 218, 502, 0.9, '2023-06-01'),
('2023-09-17', 326932, 223, 122, 345, 97, 86, 183, 0.9, '2023-06-01'),
('2023-09-17', 326327, 179, 75, 254, 75, 28, 103, 0.9, '2023-06-01'),
('2023-09-17', -1, 158, 49, 207, 113, 61, 174, 0.9, '2023-06-01'),
('2023-09-18', 327193, 137, 109, 246, 227, 90, 317, 0.9, '2023-06-01'),
('2023-09-18', 245971, 237, 97, 334, 234, 37, 271, 0.9, '2023-06-01'),
('2023-09-18', 245871, 281, 261, 542, 109, 71, 180, 0.9, '2023-06-01'),
('2023-09-18', 326932, 142, 26, 168, 151, 37, 188, 0.9, '2023-06-01'),
('2023-09-18', 326327, 83, 39, 122, 196, 140, 336, 0.9, '2023-06-01'),
('2023-09-18', -1, 245, 94, 339, 274, 70, 344, 0.9, '2023-06-01'),
('2023-09-19', 327193, 136, 103, 239, 117, 90, 207, 0.9, '2023-06-01'),
('2023-09-19', 245971, 59, 59, 118, 299, 274, 573, 0.9, '2023-06-01'),
('2023-09-19', 245871, 146, 139, 285, 96, 43, 139, 0.9, '2023-06-01'),
('2023-09-19', 326932, 80, 32, 112, 137, 79, 216, 0.9, '2023-06-01'),
('2023-09-19', 326327, 90, 21, 111, 245, 174, 419, 0.9, '2023-06-01'),
('2023-09-19', -1, 155, 48, 203, 204, 104, 308, 0.9, '2023-06-01'),
('2023-09-20', 327193, 238, 234, 472, 189, 91, 280, 0.9, '2023-06-01'),
('2023-09-20', 245971, 188, 60, 248, 248, 234, 482, 0.9, '2023-06-01'),
('2023-09-20', 245871, 162, 69, 231, 242, 95, 337, 0.9, '2023-06-01'),
('2023-09-20', 326932, 197, 25, 222, 183, 139, 322, 0.9, '2023-06-01'),
('2023-09-20', 326327, 170, 64, 234, 88, 70, 158, 0.9, '2023-06-01'),
('2023-09-20', -1, 258, 36, 294, 141, 59, 200, 0.9, '2023-06-01'),
('2023-09-21', 327193, 300, 229, 529, 232, 17, 249, 0.9, '2023-06-01'),
('2023-09-21', 245971, 288, 80, 368, 86, 41, 127, 0.9, '2023-06-01'),
('2023-09-21', 245871, 205, 80, 285, 196, 119, 315, 0.9, '2023-06-01'),
('2023-09-21', 326932, 142, 65, 207, 173, 123, 296, 0.9, '2023-06-01'),
('2023-09-21', 326327, 56, 22, 78, 265, 214, 479, 0.9, '2023-06-01'),
('2023-09-21', -1, 260, 179, 439, 235, 22, 257, 0.9, '2023-06-01'),
('2022-01-01', 327193, 139, 23, 162, 274, 10, 284, 0.9, '2023-06-01'),
('2022-01-01', 245971, 71, 14, 85, 53, 27, 80, 0.9, '2023-06-01'),
('2022-01-01', 245871, 218, 41, 259, 203, 182, 385, 0.9, '2023-06-01'),
('2022-01-01', 326932, 300, 84, 384, 61, 38, 99, 0.9, '2023-06-01'),
('2022-01-01', 326327, 135, 12, 147, 264, 130, 394, 0.9, '2023-06-01'),
('2022-01-01', -1, 299, 104, 403, 273, 222, 495, 0.9, '2023-06-01'),
('2022-01-02', 327193, 252, 113, 365, 138, 12, 150, 0.9, '2023-06-01'),
('2022-01-02', 245971, 139, 25, 164, 115, 92, 207, 0.9, '2023-06-01'),
('2022-01-02', 245871, 158, 20, 178, 181, 169, 350, 0.9, '2023-06-01'),
('2022-01-02', 326932, 267, 55, 322, 70, 50, 120, 0.9, '2023-06-01'),
('2022-01-02', 326327, 124, 50, 174, 193, 75, 268, 0.9, '2023-06-01'),
('2022-01-02', -1, 298, 80, 378, 233, 20, 253, 0.9, '2023-06-01'),
('2022-01-03', 327193, 197, 183, 380, 118, 19, 137, 0.9, '2023-06-01'),
('2022-01-03', 245971, 299, 114, 413, 175, 54, 229, 0.9, '2023-06-01'),
('2022-01-03', 245871, 281, 262, 543, 70, 21, 91, 0.9, '2023-06-01'),
('2022-01-03', 326932, 70, 68, 138, 145, 66, 211, 0.9, '2023-06-01'),
('2022-01-03', 326327, 53, 12, 65, 260, 95, 355, 0.9, '2023-06-01'),
('2022-01-03', -1, 66, 28, 94, 154, 67, 221, 0.9, '2023-06-01'),
('2022-01-04', 327193, 249, 136, 385, 121, 58, 179, 0.9, '2023-06-01'),
('2022-01-04', 245971, 158, 14, 172, 85, 26, 111, 0.9, '2023-06-01'),
('2022-01-04', 245871, 236, 159, 395, 183, 179, 362, 0.9, '2023-06-01'),
('2022-01-04', 326932, 201, 45, 246, 96, 92, 188, 0.9, '2023-06-01'),
('2022-01-04', 326327, 86, 71, 157, 200, 135, 335, 0.9, '2023-06-01'),
('2022-01-04', -1, 231, 11, 242, 201, 116, 317, 0.9, '2023-06-01'),
('2022-01-05', 327193, 291, 243, 534, 252, 252, 504, 0.9, '2023-06-01'),
('2022-01-05', 245971, 149, 122, 271, 265, 183, 448, 0.9, '2023-06-01'),
('2022-01-05', 245871, 261, 129, 390, 223, 74, 297, 0.9, '2023-06-01'),
('2022-01-05', 326932, 199, 35, 234, 174, 121, 295, 0.9, '2023-06-01'),
('2022-01-05', 326327, 235, 40, 275, 57, 52, 109, 0.9, '2023-06-01'),
('2022-01-05', -1, 254, 144, 398, 202, 22, 224, 0.9, '2023-06-01'),
('2022-01-06', 327193, 278, 226, 504, 157, 141, 298, 0.9, '2023-06-01'),
('2022-01-06', 245971, 293, 179, 472, 203, 34, 237, 0.9, '2023-06-01'),
('2022-01-06', 245871, 295, 26, 321, 66, 20, 86, 0.9, '2023-06-01'),
('2022-01-06', 326932, 272, 182, 454, 63, 41, 104, 0.9, '2023-06-01'),
('2022-01-06', 326327, 94, 35, 129, 63, 17, 80, 0.9, '2023-06-01'),
('2022-01-06', -1, 251, 220, 471, 144, 123, 267, 0.9, '2023-06-01'),
('2022-01-07', 327193, 130, 89, 219, 207, 113, 320, 0.9, '2023-06-01'),
('2022-01-07', 245971, 238, 145, 383, 179, 37, 216, 0.9, '2023-06-01'),
('2022-01-07', 245871, 106, 104, 210, 192, 13, 205, 0.9, '2023-06-01'),
('2022-01-07', 326932, 93, 80, 173, 274, 36, 310, 0.9, '2023-06-01'),
('2022-01-07', 326327, 279, 16, 295, 180, 147, 327, 0.9, '2023-06-01'),
('2022-01-07', -1, 128, 90, 218, 150, 114, 264, 0.9, '2023-06-01'),
('2022-01-08', 327193, 209, 34, 243, 251, 148, 399, 0.9, '2023-06-01'),
('2022-01-08', 245971, 111, 15, 126, 85, 84, 169, 0.9, '2023-06-01'),
('2022-01-08', 245871, 140, 48, 188, 171, 11, 182, 0.9, '2023-06-01'),
('2022-01-08', 326932, 167, 99, 266, 214, 117, 331, 0.9, '2023-06-01'),
('2022-01-08', 326327, 200, 162, 362, 260, 239, 499, 0.9, '2023-06-01'),
('2022-01-08', -1, 101, 33, 134, 252, 20, 272, 0.9, '2023-06-01'),
('2022-01-09', 327193, 130, 104, 234, 273, 66, 339, 0.9, '2023-06-01'),
('2022-01-09', 245971, 268, 183, 451, 94, 22, 116, 0.9, '2023-06-01'),
('2022-01-09', 245871, 224, 189, 413, 61, 12, 73, 0.9, '2023-06-01'),
('2022-01-09', 326932, 269, 230, 499, 63, 37, 100, 0.9, '2023-06-01'),
('2022-01-09', 326327, 250, 219, 469, 289, 162, 451, 0.9, '2023-06-01'),
('2022-01-09', -1, 147, 64, 211, 190, 29, 219, 0.9, '2023-06-01'),
('2022-01-10', 327193, 120, 104, 224, 179, 44, 223, 0.9, '2023-06-01'),
('2022-01-10', 245971, 98, 88, 186, 143, 68, 211, 0.9, '2023-06-01'),
('2022-01-10', 245871, 205, 187, 392, 243, 147, 390, 0.9, '2023-06-01'),
('2022-01-10', 326932, 118, 108, 226, 82, 49, 131, 0.9, '2023-06-01'),
('2022-01-10', 326327, 265, 76, 341, 193, 98, 291, 0.9, '2023-06-01'),
('2022-01-10', -1, 261, 220, 481, 112, 51, 163, 0.9, '2023-06-01'),
('2022-01-11', 327193, 240, 205, 445, 300, 250, 550, 0.9, '2023-06-01'),
('2022-01-11', 245971, 113, 74, 187, 59, 50, 109, 0.9, '2023-06-01'),
('2022-01-11', 245871, 138, 16, 154, 203, 173, 376, 0.9, '2023-06-01'),
('2022-01-11', 326932, 50, 34, 84, 179, 45, 224, 0.9, '2023-06-01'),
('2022-01-11', 326327, 281, 75, 356, 163, 52, 215, 0.9, '2023-06-01'),
('2022-01-11', -1, 53, 30, 83, 252, 242, 494, 0.9, '2023-06-01'),
('2022-01-12', 327193, 259, 245, 504, 273, 203, 476, 0.9, '2023-06-01'),
('2022-01-12', 245971, 71, 46, 117, 229, 89, 318, 0.9, '2023-06-01'),
('2022-01-12', 245871, 132, 55, 187, 208, 40, 248, 0.9, '2023-06-01'),
('2022-01-12', 326932, 85, 11, 96, 82, 24, 106, 0.9, '2023-06-01'),
('2022-01-12', 326327, 251, 10, 261, 121, 71, 192, 0.9, '2023-06-01'),
('2022-01-12', -1, 223, 222, 445, 229, 67, 296, 0.9, '2023-06-01'),
('2022-01-13', 327193, 62, 47, 109, 137, 13, 150, 0.9, '2023-06-01'),
('2022-01-13', 245971, 106, 34, 140, 262, 124, 386, 0.9, '2023-06-01'),
('2022-01-13', 245871, 203, 80, 283, 178, 142, 320, 0.9, '2023-06-01'),
('2022-01-13', 326932, 259, 192, 451, 65, 29, 94, 0.9, '2023-06-01'),
('2022-01-13', 326327, 60, 27, 87, 51, 39, 90, 0.9, '2023-06-01'),
('2022-01-13', -1, 116, 111, 227, 56, 10, 66, 0.9, '2023-06-01'),
('2022-01-14', 327193, 256, 238, 494, 202, 141, 343, 0.9, '2023-06-01'),
('2022-01-14', 245971, 207, 68, 275, 268, 219, 487, 0.9, '2023-06-01'),
('2022-01-14', 245871, 191, 151, 342, 245, 50, 295, 0.9, '2023-06-01'),
('2022-01-14', 326932, 207, 63, 270, 199, 178, 377, 0.9, '2023-06-01'),
('2022-01-14', 326327, 80, 11, 91, 262, 167, 429, 0.9, '2023-06-01'),
('2022-01-14', -1, 61, 26, 87, 191, 163, 354, 0.9, '2023-06-01'),
('2022-01-15', 327193, 137, 96, 233, 197, 181, 378, 0.9, '2023-06-01'),
('2022-01-15', 245971, 186, 75, 261, 156, 147, 303, 0.9, '2023-06-01'),
('2022-01-15', 245871, 84, 74, 158, 271, 215, 486, 0.9, '2023-06-01'),
('2022-01-15', 326932, 294, 221, 515, 170, 113, 283, 0.9, '2023-06-01'),
('2022-01-15', 326327, 142, 132, 274, 284, 58, 342, 0.9, '2023-06-01'),
('2022-01-15', -1, 91, 18, 109, 235, 219, 454, 0.9, '2023-06-01'),
('2022-01-16', 327193, 267, 119, 386, 282, 227, 509, 0.9, '2023-06-01'),
('2022-01-16', 245971, 285, 255, 540, 218, 160, 378, 0.9, '2023-06-01'),
('2022-01-16', 245871, 97, 50, 147, 263, 225, 488, 0.9, '2023-06-01'),
('2022-01-16', 326932, 252, 170, 422, 137, 80, 217, 0.9, '2023-06-01'),
('2022-01-16', 326327, 116, 97, 213, 253, 222, 475, 0.9, '2023-06-01'),
('2022-01-16', -1, 127, 94, 221, 300, 47, 347, 0.9, '2023-06-01'),
('2022-01-17', 327193, 182, 181, 363, 223, 33, 256, 0.9, '2023-06-01'),
('2022-01-17', 245971, 181, 79, 260, 227, 99, 326, 0.9, '2023-06-01'),
('2022-01-17', 245871, 79, 40, 119, 223, 53, 276, 0.9, '2023-06-01'),
('2022-01-17', 326932, 244, 190, 434, 159, 151, 310, 0.9, '2023-06-01'),
('2022-01-17', 326327, 125, 49, 174, 101, 78, 179, 0.9, '2023-06-01'),
('2022-01-17', -1, 190, 17, 207, 70, 41, 111, 0.9, '2023-06-01'),
('2022-01-18', 327193, 262, 245, 507, 51, 37, 88, 0.9, '2023-06-01'),
('2022-01-18', 245971, 53, 34, 87, 206, 151, 357, 0.9, '2023-06-01'),
('2022-01-18', 245871, 198, 39, 237, 142, 100, 242, 0.9, '2023-06-01'),
('2022-01-18', 326932, 242, 40, 282, 201, 48, 249, 0.9, '2023-06-01'),
('2022-01-18', 326327, 146, 96, 242, 173, 39, 212, 0.9, '2023-06-01'),
('2022-01-18', -1, 124, 31, 155, 84, 60, 144, 0.9, '2023-06-01'),
('2022-01-19', 327193, 93, 27, 120, 261, 251, 512, 0.9, '2023-06-01'),
('2022-01-19', 245971, 240, 88, 328, 225, 132, 357, 0.9, '2023-06-01'),
('2022-01-19', 245871, 297, 48, 345, 290, 190, 480, 0.9, '2023-06-01'),
('2022-01-19', 326932, 99, 85, 184, 283, 247, 530, 0.9, '2023-06-01'),
('2022-01-19', 326327, 160, 130, 290, 125, 52, 177, 0.9, '2023-06-01'),
('2022-01-19', -1, 57, 13, 70, 111, 31, 142, 0.9, '2023-06-01'),
('2022-01-20', 327193, 206, 175, 381, 161, 152, 313, 0.9, '2023-06-01'),
('2022-01-20', 245971, 194, 101, 295, 87, 22, 109, 0.9, '2023-06-01'),
('2022-01-20', 245871, 194, 180, 374, 290, 196, 486, 0.9, '2023-06-01'),
('2022-01-20', 326932, 132, 19, 151, 176, 20, 196, 0.9, '2023-06-01'),
